path,sha256,size_bytes,git_blob_sha1_if_exact_git_blob
raw/upstream/02-deepseek-v4-flash-model-card-and-license-evidence.capture.md,9f5ae3b55293f44a66cc24548644e1fe694519079888eabd8c29940cb13171ee,726,
raw/upstream/02-deepseek-v4-flash-model-card-and-license-evidence.capture.md.capture.json,16eded94373c817846bb0502f83e323ae4bfb6a463c4a3e339cbdd570eaa9351,585,
raw/upstream/03-tencent-hy3-model-card-license-evidence.capture.md,ec3b59f5503add6a95649fefdc40550888c6941c353386ad98941d165b487175,695,
raw/upstream/03-tencent-hy3-model-card-license-evidence.capture.md.capture.json,9d297d91823afbeff546e1df5481cfe0bf091e24556fda44116a7c9eb6b31c45,557,
raw/upstream/04-project-gutenberg-license-and-trademark-policy-evidence.capture.md,f18d484902d649333793c22e848d87aa49dafdae1e9e518a2c9656b4b36aa2e1,795,
raw/upstream/04-project-gutenberg-license-and-trademark-policy-evidence.capture.md.capture.json,145dcb831465ef8b835572a93f3b040c311ac27c18ac91956cd0497ae1edd798,579,
raw/upstream/05-amd-rocm-component-licensing-guidance.capture.md,403a444da2714675ddd130bf5db1bab9a0f22297af18d0942ba909121eb8dad7,735,
raw/upstream/05-amd-rocm-component-licensing-guidance.capture.md.capture.json,680c76c66312b1f98d630dedad3c3c763acad475ce0f7fe9e9c6d14aaeb01fae,580,
raw/upstream/06-git-submodule-gitlink-semantics.capture.md,8d21d3ab58f51a823a0dd9dc9536a4fd3bc56ce8037f611c591fcbf242c2ca8b,695,
raw/upstream/06-git-submodule-gitlink-semantics.capture.md.capture.json,fbfb1fbff830beb97ca818375a9c11239250fc3d725c45e235bd4ac6425410dc,563,
raw/upstream/07-gnu-gpl-version-3-canonical-terms.capture.md,457a6adf6791c6c8326ab8d64cd5c56d377835630153848af8ad1b0a2295bef6,604,
raw/upstream/07-gnu-gpl-version-3-canonical-terms.capture.md.capture.json,60617f6bdcbc4766d272b194246863d3d7293c84408a72efb575ace4830544b9,554,
raw/upstream/08-cc-by-nc-sa-4.0-canonical-terms.capture.md,fce79d3b95b7e663a3f0cd267640bbb31ef416283bdfedda76753eedb82e22a8,620,
raw/upstream/08-cc-by-nc-sa-4.0-canonical-terms.capture.md.capture.json,738f16e7041e4b2193f18d038ac69ac366eecfa715ae469be9d06682fe9c2462,570,
raw/upstream/09-spdx-2.3-package-and-relationship-data-model.capture.md,7049a34ccc2745899fd1caa15c6ac3efc76cc10aaad045ff5681354c3f8b652b,570,
raw/upstream/09-spdx-2.3-package-and-relationship-data-model.capture.md.capture.json,25b53d6f54dc687f2d8fc1dd96786ff14abc9ca3be5193841003ed3c22a24fb6,554,
raw/upstream/10-slsa-provenance-v1.2.capture.md,98515475427a1999d230b1ed91cad8061ffea9d8567abac6fd418a536629b5fa,599,
raw/upstream/10-slsa-provenance-v1.2.capture.md.capture.json,09f156b66be25ae16d5990d8b6bf90cadaba484156c222b17daed03e2671e1c0,529,
raw/upstream/11-cisa-2025-minimum-elements-for-an-sbom.capture.md,fa539618f2fb92b5bc8ec3e5af120e3a482a8578b076a64e1bae3ded55ebff07,661,
raw/upstream/11-cisa-2025-minimum-elements-for-an-sbom.capture.md.capture.json,d1abd368498d770e79a37860d34ec959055078feede4348a5309642c1fd14d49,618,
