candidate_id,context_tokens,cache_type,scalars,bytes,gib,plan_gib,status
glm-4.7,32768,f16,6174015488,12348030976,11.5,11.5,verified-from-config/current-implementation
glm-4.7,32768,q8_0,6174015488,6559891456,6.109375,6.25,verified-from-config/current-implementation
glm-4.7,32768,q4_0,6174015488,3472883712,3.234375,3.25,verified-from-config/current-implementation
glm-4.7,65536,f16,12348030976,24696061952,23.0,23.0,verified-from-config/current-implementation
glm-4.7,65536,q8_0,12348030976,13119782912,12.21875,12.25,verified-from-config/current-implementation
glm-4.7,65536,q4_0,12348030976,6945767424,6.46875,6.5,verified-from-config/current-implementation
glm-4.7,131072,f16,24696061952,49392123904,46.0,46.0,verified-from-config/current-implementation
glm-4.7,131072,q8_0,24696061952,26239565824,24.4375,24.5,verified-from-config/current-implementation
glm-4.7,131072,q4_0,24696061952,13891534848,12.9375,13.0,verified-from-config/current-implementation
glm-4.7,202752,f16,38201720832,76403441664,71.15625,71.25,verified-from-config/current-implementation
glm-4.7,202752,q8_0,38201720832,40589328384,37.8017578125,38.0,verified-from-config/current-implementation
glm-4.7,202752,q4_0,38201720832,21488467968,20.0126953125,20.25,verified-from-config/current-implementation
nemotron-ultra-253b,32768,f16,8455716864,16911433728,15.75,15.75,conservative-upper-bound; actual lower because some NAS blocks skip attention
nemotron-ultra-253b,32768,q8_0,8455716864,8984199168,8.3671875,8.5,conservative-upper-bound; actual lower because some NAS blocks skip attention
nemotron-ultra-253b,32768,q4_0,8455716864,4756340736,4.4296875,4.5,conservative-upper-bound; actual lower because some NAS blocks skip attention
nemotron-ultra-253b,65536,f16,16911433728,33822867456,31.5,31.5,conservative-upper-bound; actual lower because some NAS blocks skip attention
nemotron-ultra-253b,65536,q8_0,16911433728,17968398336,16.734375,16.75,conservative-upper-bound; actual lower because some NAS blocks skip attention
nemotron-ultra-253b,65536,q4_0,16911433728,9512681472,8.859375,9.0,conservative-upper-bound; actual lower because some NAS blocks skip attention
nemotron-ultra-253b,131072,f16,33822867456,67645734912,63.0,63.0,conservative-upper-bound; actual lower because some NAS blocks skip attention
nemotron-ultra-253b,131072,q8_0,33822867456,35936796672,33.46875,33.5,conservative-upper-bound; actual lower because some NAS blocks skip attention
nemotron-ultra-253b,131072,q4_0,33822867456,19025362944,17.71875,17.75,conservative-upper-bound; actual lower because some NAS blocks skip attention
deepseek-r1-0528,32768,f16,1151336448,2302672896,2.14453125,2.25,verified-from-current-MLA-absorption-implementation
deepseek-r1-0528,32768,q8_0,1151336448,1223294976,1.1392822265625,1.25,verified-from-current-MLA-absorption-implementation
deepseek-r1-0528,32768,q4_0,1151336448,647626752,0.6031494140625,0.75,verified-from-current-MLA-absorption-implementation
deepseek-r1-0528,65536,f16,2302672896,4605345792,4.2890625,4.5,verified-from-current-MLA-absorption-implementation
deepseek-r1-0528,65536,q8_0,2302672896,2446589952,2.278564453125,2.5,verified-from-current-MLA-absorption-implementation
deepseek-r1-0528,65536,q4_0,2302672896,1295253504,1.206298828125,1.25,verified-from-current-MLA-absorption-implementation
deepseek-r1-0528,131072,f16,4605345792,9210691584,8.578125,8.75,verified-from-current-MLA-absorption-implementation
deepseek-r1-0528,131072,q8_0,4605345792,4893179904,4.55712890625,4.75,verified-from-current-MLA-absorption-implementation
deepseek-r1-0528,131072,q4_0,4605345792,2590507008,2.41259765625,2.5,verified-from-current-MLA-absorption-implementation
deepseek-r1-0528,163840,f16,5756682240,11513364480,10.72265625,10.75,verified-from-current-MLA-absorption-implementation
deepseek-r1-0528,163840,q8_0,5756682240,6116474880,5.6964111328125,5.75,verified-from-current-MLA-absorption-implementation
deepseek-r1-0528,163840,q4_0,5756682240,3238133760,3.0157470703125,3.25,verified-from-current-MLA-absorption-implementation
tulu3-405b,32768,f16,8455716864,16911433728,15.75,15.75,verified-standard-GQA
tulu3-405b,32768,q8_0,8455716864,8984199168,8.3671875,8.5,verified-standard-GQA
tulu3-405b,32768,q4_0,8455716864,4756340736,4.4296875,4.5,verified-standard-GQA
tulu3-405b,65536,f16,16911433728,33822867456,31.5,31.5,verified-standard-GQA
tulu3-405b,65536,q8_0,16911433728,17968398336,16.734375,16.75,verified-standard-GQA
tulu3-405b,65536,q4_0,16911433728,9512681472,8.859375,9.0,verified-standard-GQA
tulu3-405b,131072,f16,33822867456,67645734912,63.0,63.0,verified-standard-GQA
tulu3-405b,131072,q8_0,33822867456,35936796672,33.46875,33.5,verified-standard-GQA
tulu3-405b,131072,q4_0,33822867456,19025362944,17.71875,17.75,verified-standard-GQA
minimax-m3,32768,unverified,,,,,measurement-gate: MSA cache allocation not verified in pinned mainline
minimax-m3,65536,unverified,,,,,measurement-gate: MSA cache allocation not verified in pinned mainline
minimax-m3,131072,unverified,,,,,measurement-gate: MSA cache allocation not verified in pinned mainline
minimax-m3,1048576,unverified,,,,,measurement-gate: MSA cache allocation not verified in pinned mainline
kimi-k2-thinking,32768,unverified,,,,,not capacity-qualified in this package
kimi-k2-thinking,65536,unverified,,,,,not capacity-qualified in this package
kimi-k2-thinking,131072,unverified,,,,,not capacity-qualified in this package
kimi-k2-thinking,262144,unverified,,,,,not capacity-qualified in this package
