candidate_id,repository,revision,quantization,display_size,selected,exact_total_bytes,evidence_status
deepseek-v3.1,unsloth/DeepSeek-V3.1-GGUF,f69aacf1ee1e4f66737daebc7e71fa527dfda1bd,BF16,1.34 TB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-IQ1_S,97.2 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-TQ1_0,84.5 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-IQ1_M,108 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-IQ2_XXS,116 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q2_K,131 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-IQ2_M,122 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q2_K_L,131 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-Q2_K_XL,135 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-IQ3_XXS,145 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q3_K_S,155 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q3_K_M,171 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-Q3_K_XL,159 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,IQ4_XS,192 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q4_K_S,204 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,IQ4_NL,202 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q4_0,203 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q4_1,225 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q4_K_M,216 GB,true,216455572576,EXACT_SELECTED_MANIFEST
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-Q4_K_XL,205 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q5_K_S,247 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q5_K_M,254 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-Q5_K_XL,254 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q6_K,294 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-Q6_K_XL,301 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,Q8_0,381 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,UD-Q8_K_XL,395 GB,false,,ROUNDED_CONVERTER_UI
glm-4.7,unsloth/GLM-4.7-GGUF,a030db4a327b2dece3f0e5c4ff82c5f4feab4f26,BF16,717 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-IQ1_M,107 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-IQ2_XXS,115 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-IQ2_M,123 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-IQ3_XXS,140 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,Q3_K_S,164 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-IQ3_S,146 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q3_K_S,164 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,Q3_K_M,177 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q3_K_M,177 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q3_K_XL,179 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-IQ4_XS,190 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,Q4_K_S,228 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q4_K_S,228 GB,true,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,MXFP4_MOE,237 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-IQ4_NL,194 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,Q4_K_M,244 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q4_K_M,244 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q4_K_XL,245 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,Q5_K_S,277 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q5_K_S,277 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,Q5_K_M,294 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q5_K_M,294 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q5_K_XL,295 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,Q6_K,327 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q6_K,327 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q6_K_XL,362 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,Q8_0,422 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,UD-Q8_K_XL,428 GB,false,,ROUNDED_CONVERTER_UI
qwen3.5-397b-a17b,unsloth/Qwen3.5-397B-A17B-GGUF,0b7386368898883d58d445525ba8fa45e3f7289f,BF16,793 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-IQ1_M,188 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-IQ2_XXS,194 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-IQ2_M,194 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q2_K_XL,202 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-IQ3_XXS,223 GB,true,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-IQ3_S,251 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q3_K_M,274 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q3_K_XL,274 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-IQ4_XS,286 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q4_K_S,328 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,MXFP4_MOE,352 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-IQ4_NL,294 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q4_K_M,359 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q4_K_XL,360 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q5_K_S,392 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q5_K_M,427 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q5_K_XL,427 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q6_K,461 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q6_K_XL,523 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,Q8_0,584 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,UD-Q8_K_XL,595 GB,false,,ROUNDED_CONVERTER_UI
nemotron-3-ultra,unsloth/NVIDIA-Nemotron-3-Ultra-550B-A55B-GGUF,05c80881664d32be9b26bab9d0360be00230ade4,BF16,1.1 TB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,UD-IQ1_S,140 GB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,UD-IQ1_M,169 GB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,UD-IQ2_XXS,196 GB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,Q2_K_XS,221 GB,true,221253686944,EXACT_SELECTED_MANIFEST
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,Q2_K,244 GB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,Q2_K_L,244 GB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,UD-Q2_K_XL,227 GB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,Q3_K_M,319 GB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,Q4_K_M,404 GB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,Q5_K_M,475 GB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,Q6_K,551 GB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,Q8_0,713 GB,false,,ROUNDED_CONVERTER_UI
deepseek-r1,unsloth/DeepSeek-R1-GGUF,4dab99fdb3fea560e5a402b49c6ef11e025321a8,BF16,1.34 TB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-IQ1_M,60.7 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-IQ2_XXS,65.4 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-IQ2_M,70.1 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q2_K_XL,75.3 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-IQ3_XXS,80.1 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-IQ3_S,83.6 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q3_K_S,93.6 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q3_K_M,101 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q3_K_XL,102 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-IQ4_XS,108 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q4_K_S,131 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,MXFP4_MOE,136 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-IQ4_NL,111 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q4_K_M,140 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q4_K_XL,141 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q5_K_S,159 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q5_K_M,169 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q5_K_XL,169 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q6_K,188 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q6_K_XL,207 GB,true,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,Q8_0,243 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,UD-Q8_K_XL,247 GB,false,,ROUNDED_CONVERTER_UI
minimax-m2.7,unsloth/MiniMax-M2.7-GGUF,04ab68de18da5486aa9869e3bc72f0249ef51f89,BF16,457 GB,false,,ROUNDED_CONVERTER_UI
