A	ggml/src/ggml-cuda/mmq-load-tiles.cuh
A	ggml/src/ggml-cuda/mmq-vec-dot.cuh
M	ggml/src/ggml-cuda/mmq.cu
M	ggml/src/ggml-cuda/mmq.cuh
M	ggml/src/ggml-cuda/mmvq.cu
M	ggml/src/ggml-cuda/quantize.cu
M	ggml/src/ggml-cuda/quantize.cuh
M	ggml/src/ggml-cuda/top-k.cu
M	ggml/src/ggml-cuda/vecdotq.cuh
A	ggml/src/ggml-et/CMakeLists.txt
A	ggml/src/ggml-et/cmake/embed_one_kernel.cmake
A	ggml/src/ggml-et/cmake/ggml-et-kernels-embed.cpp.in
A	ggml/src/ggml-et/cmake/ggml-et-kernels-embed.hpp.in
A	ggml/src/ggml-et/cmake/ggml-et-uberkernel-kernel-map.cpp.in
A	ggml/src/ggml-et/cmake/ggml-et-uberkernel-kernel-map.h.in
A	ggml/src/ggml-et/et-kernels/CMakeLists.txt
A	ggml/src/ggml-et/et-kernels/scripts/check_unimplemented_instructions.sh
A	ggml/src/ggml-et/et-kernels/src/RunBackend.sh
A	ggml/src/ggml-et/et-kernels/src/block_ops.h
A	ggml/src/ggml-et/et-kernels/src/clamp_f32.c
A	ggml/src/ggml-et/et-kernels/src/concat_f32.c
A	ggml/src/ggml-et/et-kernels/src/cont_f16.c
A	ggml/src/ggml-et/et-kernels/src/cont_f32.c
A	ggml/src/ggml-et/et-kernels/src/conv_2d_f32_me.c
A	ggml/src/ggml-et/et-kernels/src/cpy_f32_f16.c
A	ggml/src/ggml-et/et-kernels/src/crt.S
A	ggml/src/ggml-et/et-kernels/src/cumsum_f32.c
A	ggml/src/ggml-et/et-kernels/src/diag_f32.c
A	ggml/src/ggml-et/et-kernels/src/el_map_f32.c
A	ggml/src/ggml-et/et-kernels/src/fill_f32.c
A	ggml/src/ggml-et/et-kernels/src/flash_attn_ext_f16_me.c
A	ggml/src/ggml-et/et-kernels/src/flash_attn_ext_f32.c
A	ggml/src/ggml-et/et-kernels/src/gated_delta_net_f32.c
A	ggml/src/ggml-et/et-kernels/src/get_rows_f32.c
A	ggml/src/ggml-et/et-kernels/src/ggml_tensor.h
A	ggml/src/ggml-et/et-kernels/src/glu_f32.c
A	ggml/src/ggml-et/et-kernels/src/group_norm_f32.c
A	ggml/src/ggml-et/et-kernels/src/im2col.c
A	ggml/src/ggml-et/et-kernels/src/l2_norm_f32.c
A	ggml/src/ggml-et/et-kernels/src/linker.ld
A	ggml/src/ggml-et/et-kernels/src/math_fp.h
A	ggml/src/ggml-et/et-kernels/src/mean_f32.c
A	ggml/src/ggml-et/et-kernels/src/memops.c
A	ggml/src/ggml-et/et-kernels/src/mul_mat_Q4_0.c
A	ggml/src/ggml-et/et-kernels/src/mul_mat_Q4_0_matrix_engine.c
A	ggml/src/ggml-et/et-kernels/src/mul_mat_Q8_0.c
A	ggml/src/ggml-et/et-kernels/src/mul_mat_f16.c
A	ggml/src/ggml-et/et-kernels/src/mul_mat_f16_matrix_engine.c
A	ggml/src/ggml-et/et-kernels/src/mul_mat_f32.c
A	ggml/src/ggml-et/et-kernels/src/mul_mat_f32_matrix_engine.c
A	ggml/src/ggml-et/et-kernels/src/mul_mat_id_Q4_0.c
A	ggml/src/ggml-et/et-kernels/src/mul_mat_id_Q8_0.c
A	ggml/src/ggml-et/et-kernels/src/mul_mat_id_f32.c
A	ggml/src/ggml-et/et-kernels/src/norm_f32.c
A	ggml/src/ggml-et/et-kernels/src/pad_f32.c
A	ggml/src/ggml-et/et-kernels/src/platform.h
A	ggml/src/ggml-et/et-kernels/src/quants.h
A	ggml/src/ggml-et/et-kernels/src/repeat_f32.c
A	ggml/src/ggml-et/et-kernels/src/rms_norm_f32.c
A	ggml/src/ggml-et/et-kernels/src/rms_norm_mul_f32.c
A	ggml/src/ggml-et/et-kernels/src/rope_f32.c
A	ggml/src/ggml-et/et-kernels/src/rwkv_wkv6_f32.c
A	ggml/src/ggml-et/et-kernels/src/rwkv_wkv7_f32.c
A	ggml/src/ggml-et/et-kernels/src/scale_f32.c
A	ggml/src/ggml-et/et-kernels/src/set_f32.c
A	ggml/src/ggml-et/et-kernels/src/set_rows_f32.c
A	ggml/src/ggml-et/et-kernels/src/softmax_f32.c
A	ggml/src/ggml-et/et-kernels/src/solve_tri_f32.c
A	ggml/src/ggml-et/et-kernels/src/sqr_f32.c
A	ggml/src/ggml-et/et-kernels/src/ssm_conv_f32.c
A	ggml/src/ggml-et/et-kernels/src/ssm_scan_f32.c
A	ggml/src/ggml-et/et-kernels/src/sum_rows_f32.c
A	ggml/src/ggml-et/et-kernels/src/tensor.h
A	ggml/src/ggml-et/et-kernels/src/tri_f32.c
A	ggml/src/ggml-et/et-kernels/src/uberkernel.c
A	ggml/src/ggml-et/et-kernels/src/unary_f32.c
A	ggml/src/ggml-et/ggml-et-common.h
A	ggml/src/ggml-et/ggml-et-cpu-compare.cpp
A	ggml/src/ggml-et/ggml-et-cpu-compare.h
A	ggml/src/ggml-et/ggml-et-kernels.cpp
A	ggml/src/ggml-et/ggml-et-kernels.h
A	ggml/src/ggml-et/ggml-et-memops.cpp
A	ggml/src/ggml-et/ggml-et-memops.h
A	ggml/src/ggml-et/ggml-et-ops.cpp
A	ggml/src/ggml-et/ggml-et-ops.h
A	ggml/src/ggml-et/ggml-et-uberkernel-common.h
A	ggml/src/ggml-et/ggml-et.cpp
M	ggml/src/ggml-hexagon/ggml-hexagon.cpp
M	ggml/src/ggml-hexagon/htp-drv.cpp
M	ggml/src/ggml-hexagon/htp-drv.h
M	ggml/src/ggml-hexagon/htp-opnode.h
M	ggml/src/ggml-hexagon/htp/CMakeLists.txt
M	ggml/src/ggml-hexagon/htp/act-ops.c
M	ggml/src/ggml-hexagon/htp/argsort-ops.c
M	ggml/src/ggml-hexagon/htp/binary-ops.c
M	ggml/src/ggml-hexagon/htp/cumsum-ops.c
A	ggml/src/ggml-hexagon/htp/dma-queue.c
A	ggml/src/ggml-hexagon/htp/dma-queue.h
M	ggml/src/ggml-hexagon/htp/flash-attn-ops.c
A	ggml/src/ggml-hexagon/htp/hex-bitmap.h
D	ggml/src/ggml-hexagon/htp/hex-dma.c
M	ggml/src/ggml-hexagon/htp/hex-dma.h
M	ggml/src/ggml-hexagon/htp/hex-profile.h
M	ggml/src/ggml-hexagon/htp/hex-utils.h
M	ggml/src/ggml-hexagon/htp/hmx-mm-kernels-tiled.h
M	ggml/src/ggml-hexagon/htp/hmx-queue.c
M	ggml/src/ggml-hexagon/htp/hmx-queue.h
M	ggml/src/ggml-hexagon/htp/htp-ctx.h
M	ggml/src/ggml-hexagon/htp/htp-ops.h
A	ggml/src/ggml-hexagon/htp/htp-tensor.c
A	ggml/src/ggml-hexagon/htp/htp-tensor.h
A	ggml/src/ggml-hexagon/htp/hvx-norm.h
M	ggml/src/ggml-hexagon/htp/hvx-utils.h
M	ggml/src/ggml-hexagon/htp/main.c
M	ggml/src/ggml-hexagon/htp/matmul-ops.c
M	ggml/src/ggml-hexagon/htp/matmul-ops.h
M	ggml/src/ggml-hexagon/htp/rope-ops.c
M	ggml/src/ggml-hexagon/htp/unary-ops.c
A	ggml/src/ggml-hexagon/htp/unary-ops.h
A	ggml/src/ggml-hexagon/htp/work-queue.c
A	ggml/src/ggml-hexagon/htp/work-queue.h
D	ggml/src/ggml-hexagon/htp/worker-pool.c
D	ggml/src/ggml-hexagon/htp/worker-pool.h
M	ggml/src/ggml-hip/CMakeLists.txt
M	ggml/src/ggml-metal/ggml-metal-device.cpp
M	ggml/src/ggml-metal/ggml-metal-device.h
M	ggml/src/ggml-metal/ggml-metal-device.m
M	ggml/src/ggml-metal/ggml-metal-impl.h
M	ggml/src/ggml-metal/ggml-metal-ops.cpp
M	ggml/src/ggml-metal/ggml-metal-ops.h
M	ggml/src/ggml-metal/ggml-metal.metal
M	ggml/src/ggml-opencl/CMakeLists.txt
M	ggml/src/ggml-opencl/ggml-opencl.cpp
A	ggml/src/ggml-opencl/kernels/abs.cl
M	ggml/src/ggml-opencl/kernels/cvt.cl
M	ggml/src/ggml-opencl/kernels/flash_attn_f32_f16.cl
M	ggml/src/ggml-opencl/kernels/flash_attn_f32_q4_0.cl
M	ggml/src/ggml-opencl/kernels/flash_attn_f32_q8_0.cl
M	ggml/src/ggml-opencl/kernels/gemm_moe_mxfp4_f32_ns.cl
A	ggml/src/ggml-opencl/kernels/gemm_moe_mxfp4_q8_1_dp4a.cl
A	ggml/src/ggml-opencl/kernels/gemm_moe_q4_0_q8_1_dp4a.cl
A	ggml/src/ggml-opencl/kernels/gemm_moe_q4_k_q8_1_dp4a.cl
A	ggml/src/ggml-opencl/kernels/gemm_moe_q6_k_q8_1_dp4a.cl
A	ggml/src/ggml-opencl/kernels/gemm_moe_q8_0_f32_ns.cl
A	ggml/src/ggml-opencl/kernels/gemm_moe_q8_1_dp4a.cl
A	ggml/src/ggml-opencl/kernels/gemm_noshuffle_iq4_nl_q8_1_dp4a.cl
A	ggml/src/ggml-opencl/kernels/gemm_noshuffle_q4_0_q8_1_dp4a.cl
A	ggml/src/ggml-opencl/kernels/gemm_noshuffle_q4_k_q8_1_dp4a.cl
A	ggml/src/ggml-opencl/kernels/gemm_noshuffle_q5_0_q8_1_dp4a.cl
A	ggml/src/ggml-opencl/kernels/gemm_noshuffle_q5_k_q8_1_dp4a.cl
A	ggml/src/ggml-opencl/kernels/gemm_noshuffle_q6_k_q8_1_dp4a.cl
A	ggml/src/ggml-opencl/kernels/gemm_noshuffle_q8_0_q8_1_dp4a.cl
M	ggml/src/ggml-opencl/kernels/gemv_moe_mxfp4_f32_ns.cl
M	ggml/src/ggml-opencl/kernels/gemv_moe_q4_k_f32_ns.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_iq4_nl_f32.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_q1_0_f32.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_q4_0_f32.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_q4_0_f32_spec.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_q4_1_f32.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_q4_k_f32.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_q5_0_f32.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_q5_1_f32.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_q5_k_f32.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_q6_k_f32.cl
M	ggml/src/ggml-opencl/kernels/gemv_noshuffle_q8_0_f32.cl
A	ggml/src/ggml-opencl/kernels/moe_combine.cl
A	ggml/src/ggml-opencl/kernels/moe_reorder_quant_a_q8_1.cl
M	ggml/src/ggml-opencl/kernels/mul_mv_f16_f16.cl
M	ggml/src/ggml-opencl/kernels/mul_mv_f16_f32.cl
M	ggml/src/ggml-opencl/kernels/mul_mv_f16_f32_1row.cl
M	ggml/src/ggml-opencl/kernels/mul_mv_f16_f32_l4.cl
M	ggml/src/ggml-opencl/kernels/mul_mv_q4_k_f32.cl
M	ggml/src/ggml-opencl/kernels/mul_mv_q4_k_f32_flat.cl
M	ggml/src/ggml-opencl/kernels/mul_mv_q5_k_f32_flat.cl
A	ggml/src/ggml-opencl/kernels/quant_a_q8_1.cl
M	ggml/src/ggml-sycl/backend.hpp
M	ggml/src/ggml-sycl/common.hpp
M	ggml/src/ggml-sycl/conv2d-dw.cpp
M	ggml/src/ggml-sycl/dequantize.hpp
M	ggml/src/ggml-sycl/dmmv.cpp
M	ggml/src/ggml-sycl/element_wise.cpp
M	ggml/src/ggml-sycl/element_wise.hpp
A	ggml/src/ggml-sycl/fattn-onednn.cpp
A	ggml/src/ggml-sycl/fattn-onednn.hpp
M	ggml/src/ggml-sycl/fattn-vec.hpp
M	ggml/src/ggml-sycl/fattn.cpp
M	ggml/src/ggml-sycl/getrows.cpp
M	ggml/src/ggml-sycl/ggml-sycl.cpp
A	ggml/src/ggml-sycl/topk-moe.cpp
A	ggml/src/ggml-sycl/topk-moe.hpp
M	ggml/src/ggml-vulkan/CMakeLists.txt
M	ggml/src/ggml-vulkan/ggml-vulkan.cpp
M	ggml/src/ggml-vulkan/vulkan-shaders/CMakeLists.txt
M	ggml/src/ggml-vulkan/vulkan-shaders/copy_to_quant.comp
M	ggml/src/ggml-vulkan/vulkan-shaders/dequant_funcs.glsl
M	ggml/src/ggml-vulkan/vulkan-shaders/dequant_funcs_cm2.glsl
A	ggml/src/ggml-vulkan/vulkan-shaders/dequant_q2_0.comp
A	ggml/src/ggml-vulkan/vulkan-shaders/feature-tests/float_e2m1.comp
A	ggml/src/ggml-vulkan/vulkan-shaders/feature-tests/float_e4m3.comp
M	ggml/src/ggml-vulkan/vulkan-shaders/mul_mat_vecq.comp
M	ggml/src/ggml-vulkan/vulkan-shaders/mul_mat_vecq_funcs.glsl
M	ggml/src/ggml-vulkan/vulkan-shaders/mul_mm_funcs.glsl
M	ggml/src/ggml-vulkan/vulkan-shaders/mul_mmq_funcs.glsl
M	ggml/src/ggml-vulkan/vulkan-shaders/mul_mmq_shmem_types.glsl
A	ggml/src/ggml-vulkan/vulkan-shaders/out_prod.comp
M	ggml/src/ggml-vulkan/vulkan-shaders/types.glsl
M	ggml/src/ggml-vulkan/vulkan-shaders/vulkan-shaders-gen.cpp
M	ggml/src/ggml-webgpu/ggml-webgpu-shader-lib.hpp
M	ggml/src/ggml-webgpu/wgsl-shaders/flash_attn_vec_split.wgsl
M	ggml/src/ggml.c
M	ggml/src/gguf.cpp
M	gguf-py/gguf/constants.py
A	models/templates/tencent-Hy3.jinja
M	scripts/snapdragon/ggml-hexagon-profile.py
M	scripts/sync-ggml.last
M	scripts/sync_vendor.py
M	src/llama-arch.cpp
M	src/llama-arch.h
M	src/llama-context.cpp
M	src/llama-cparams.h
M	src/llama-graph.cpp
M	src/llama-graph.h
M	src/llama-kv-cache-dsv4.cpp
M	src/llama-kv-cache-dsv4.h
M	src/llama-model.cpp
M	src/llama-quant.cpp
M	src/models/deepseek32.cpp
M	src/models/deepseek4.cpp
A	src/models/hy-v3.cpp
M	src/models/minimax-m2.cpp
M	src/models/models.h
M	tests/CMakeLists.txt
M	tests/test-alloc.cpp
M	tests/test-backend-ops.cpp
A	tests/test-batch-alloc.cpp
M	tests/test-chat-auto-parser.cpp
M	tests/test-chat.cpp
M	tests/test-export-graph-ops.cpp
M	tests/test-gguf.cpp
M	tests/test-jinja.cpp
M	tests/test-llama-archs.cpp
M	tests/test-recurrent-state-rollback.cpp
M	tests/test-save-load-state.cpp
M	tools/cli/cli-context.cpp
M	tools/cli/cli-context.h
M	tools/llama-bench/llama-bench.cpp
M	tools/mtmd/clip-graph.h
M	tools/mtmd/clip-model.h
M	tools/mtmd/clip.cpp
M	tools/mtmd/models/deepseekocr.cpp
M	tools/mtmd/models/models.h
M	tools/mtmd/mtmd-cli.cpp
M	tools/mtmd/mtmd-image.cpp
M	tools/mtmd/mtmd-image.h
M	tools/mtmd/mtmd.cpp
M	tools/mtmd/mtmd.h
A	tools/mtmd/tests/test-1-positive.png
M	tools/mtmd/tests/test-deepseek-ocr.py
M	tools/server/README-dev.md
M	tools/server/server-chat.cpp
M	tools/server/server-common.cpp
M	tools/server/server-common.h
M	tools/server/server-context.cpp
M	tools/server/server-http.cpp
M	tools/server/server-http.h
M	tools/server/server-models.cpp
M	tools/server/server-schema.cpp
M	tools/server/server-stream.cpp
M	tools/server/server-stream.h
M	tools/server/server-task.cpp
M	tools/server/server-task.h
M	tools/server/server-tools.cpp
M	tools/server/server-tools.h
M	tools/server/server.cpp
M	tools/server/tests/unit/test_compat_anthropic.py
M	tools/server/tests/unit/test_security.py
M	tools/server/tests/unit/test_slot_save.py
M	tools/server/tests/unit/test_speculative.py
A	tools/server/tests/unit/test_tools_builtin.py
M	tools/server/tests/utils.py
M	tools/tokenize/tokenize.cpp
M	tools/ui/embed.cpp
M	tools/ui/eslint.config.js
M	tools/ui/src/app.css
M	tools/ui/src/lib/components/app/actions/ActionIconCopyToClipboard.svelte
M	tools/ui/src/lib/components/app/chat/ChatAttachments/ChatAttachmentsList/ChatAttachmentsListItem/ChatAttachmentsListItemThumbnailFile.svelte
M	tools/ui/src/lib/components/app/chat/ChatAttachments/ChatAttachmentsPreview/ChatAttachmentsPreviewCurrentItem/ChatAttachmentsPreviewCurrentItemPdf.svelte
M	tools/ui/src/lib/components/app/chat/ChatAttachments/ChatAttachmentsPreview/ChatAttachmentsPreviewThumbnailStrip.svelte
M	tools/ui/src/lib/components/app/chat/ChatForm/ChatFormActions/ChatFormActionAdd/ChatFormActionAddButton.svelte
M	tools/ui/src/lib/components/app/chat/ChatForm/ChatFormActions/ChatFormActionAdd/ChatFormActionAddDropdown.svelte
M	tools/ui/src/lib/components/app/chat/ChatForm/ChatFormActions/ChatFormActionAdd/ChatFormActionAddMcpServersSubmenu.svelte
M	tools/ui/src/lib/components/app/chat/ChatForm/ChatFormActions/ChatFormActionAdd/ChatFormActionAddReasoningSubmenu.svelte
M	tools/ui/src/lib/components/app/chat/ChatForm/ChatFormActions/ChatFormActionAdd/ChatFormActionAddSheet.svelte
M	tools/ui/src/lib/components/app/chat/ChatForm/ChatFormActions/ChatFormActionAdd/ChatFormActionAddToolsSubmenu.svelte
M	tools/ui/src/lib/components/app/chat/ChatForm/ChatFormActions/ChatFormActionRecord.svelte
M	tools/ui/src/lib/components/app/chat/ChatForm/ChatFormActions/ChatFormActions.svelte
M	tools/ui/src/lib/components/app/chat/ChatForm/ChatFormActions/ChatFormReasoningEffortSubmenu.svelte
M	tools/ui/src/lib/components/app/chat/ChatForm/ChatFormPickers/ChatFormPickerMcpPrompts/ChatFormPickerMcpPrompts.svelte
M	tools/ui/src/lib/components/app/chat/ChatForm/ChatFormPickers/ChatFormPickerMcpResources.svelte
M	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessage.svelte
M	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageAssistant/ChatMessageAssistant.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageAssistant/ChatMessageAssistantModel.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageAssistant/ChatMessageAssistantProcessingInfo.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageAssistant/ChatMessageAssistantRawOutput.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageAssistant/ChatMessageAssistantStatistics.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ChatMessageToolCallBlock.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ChatMessageToolCallBlockDefault.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ChatMessageToolCallBlockEditFile.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ChatMessageToolCallBlockExecShellCommand.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ChatMessageToolCallBlockFileGlobSearch.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ChatMessageToolCallBlockGetDatetime.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ChatMessageToolCallBlockGrepSearch.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ChatMessageToolCallBlockReadFile.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ChatMessageToolCallBlockRunJavascript.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ChatMessageToolCallBlockSearchResults.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ChatMessageToolCallBlockWriteFile.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/ToolCallBlock.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/parsers/_shared.ts
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/parsers/edit-file.ts
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/parsers/exec-shell-command.ts
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/parsers/file-glob-search.ts
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/parsers/grep-search.ts
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/parsers/read-file.ts
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/parsers/run-javascript.ts
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessage/ChatMessageToolCall/parsers/write-file.ts
M	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessageActions/ChatMessageActionCard/ChatMessageActionCard.svelte
M	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessageActions/ChatMessageActionCard/ChatMessageActionCardPermissionRequest.svelte
M	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessageAgenticContent.svelte
A	tools/ui/src/lib/components/app/chat/ChatMessages/ChatMessageReasoningBlock.svelte
M	tools/ui/src/lib/components/app/chat/ChatScreen/ChatScreenActionScrollDown.svelte
M	tools/ui/src/lib/components/app/chat/ChatScreen/ChatScreenServerError.svelte
M	tools/ui/src/lib/components/app/chat/index.ts
M	tools/ui/src/lib/components/app/content/CollapsibleContentBlock.svelte
A	tools/ui/src/lib/components/app/content/CollapsibleTerminalBlock.svelte
M	tools/ui/src/lib/components/app/content/MarkdownContent/markdown-content.css
M	tools/ui/src/lib/components/app/content/MermaidPreviewControls.svelte
M	tools/ui/src/lib/components/app/content/SyntaxHighlightedCode.svelte
M	tools/ui/src/lib/components/app/content/index.ts
M	tools/ui/src/lib/components/app/dialogs/DialogMcpResourcesBrowser.svelte
M	tools/ui/src/lib/components/app/dialogs/DialogMcpServerAddNew.svelte
D	tools/ui/src/lib/components/app/dialogs/DialogMcpServerRecommendations.svelte
M	tools/ui/src/lib/components/app/dialogs/DialogModelNotAvailable.svelte
M	tools/ui/src/lib/components/app/dialogs/index.ts
M	tools/ui/src/lib/components/app/forms/KeyValuePairs.svelte
M	tools/ui/src/lib/components/app/forms/SearchInput.svelte
M	tools/ui/src/lib/components/app/mcp/McpActiveServersAvatars.svelte
M	tools/ui/src/lib/components/app/mcp/McpResourcePreview.svelte
M	tools/ui/src/lib/components/app/mcp/McpResourcesBrowser/McpResourcesBrowserHeader.svelte
M	tools/ui/src/lib/components/app/mcp/McpResourcesBrowser/McpResourcesBrowserServerItem.svelte
M	tools/ui/src/lib/components/app/mcp/McpServerCard/McpServerCard.svelte
M	tools/ui/src/lib/components/app/mcp/McpServerCard/McpServerCardCompact.svelte
M	tools/ui/src/lib/components/app/mcp/McpServerForm.svelte
M	tools/ui/src/lib/components/app/mcp/index.ts
M	tools/ui/src/lib/components/app/misc/HorizontalScrollCarousel.svelte
M	tools/ui/src/lib/components/app/models/ModelsSelectorOption.svelte
M	tools/ui/src/lib/components/app/navigation/SidebarNavigation/SidebarNavigationActions.svelte
M	tools/ui/src/lib/components/app/navigation/SidebarNavigation/SidebarNavigationConversationItem.svelte
M	tools/ui/src/lib/components/app/server/ServerErrorSplash.svelte
M	tools/ui/src/lib/components/app/server/ServerStatus.svelte
M	tools/ui/src/lib/components/app/settings/SettingsChat/SettingsChat.svelte
M	tools/ui/src/lib/components/app/settings/SettingsChat/SettingsChatFields.svelte
M	tools/ui/src/lib/components/app/settings/SettingsChat/SettingsChatImportExportSection.svelte
M	tools/ui/src/lib/components/app/settings/SettingsChat/SettingsChatToolsTab.svelte
M	tools/ui/src/lib/components/app/settings/SettingsChatDesktopSidebar.svelte
M	tools/ui/src/lib/components/app/settings/SettingsChatMobileHeader.svelte
M	tools/ui/src/lib/components/app/settings/SettingsMcpServers.svelte
A	tools/ui/src/lib/components/ui/empty/empty-content.svelte
A	tools/ui/src/lib/components/ui/empty/empty-description.svelte
A	tools/ui/src/lib/components/ui/empty/empty-header.svelte
A	tools/ui/src/lib/components/ui/empty/empty-media.svelte
A	tools/ui/src/lib/components/ui/empty/empty-title.svelte
A	tools/ui/src/lib/components/ui/empty/empty.svelte
A	tools/ui/src/lib/components/ui/empty/index.ts
M	tools/ui/src/lib/components/ui/tooltip/tooltip-content.svelte
M	tools/ui/src/lib/constants/agentic.ts
M	tools/ui/src/lib/constants/auto-scroll.ts
A	tools/ui/src/lib/constants/built-in-tools.ts
M	tools/ui/src/lib/constants/code.ts
M	tools/ui/src/lib/constants/css-classes.ts
M	tools/ui/src/lib/constants/formatters.ts
M	tools/ui/src/lib/constants/index.ts
M	tools/ui/src/lib/constants/markdown.ts
M	tools/ui/src/lib/constants/mcp-form.ts
M	tools/ui/src/lib/constants/mcp.ts
